id,messages,category,answer_type,domain,language,source,source_id,generator,generation_prompt_version,reviewer,quality_status,rejection_reason,bareness_check_passed,dedup_cluster_id,contamination_checked,contamination_flag,license,split,created_at,notes
bare_qa_span__323,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Dünyanın en büyük çip üreticisi fabrikası, Tayvan'ın Tainan şehrinde yer almaktadır.\n\nSoru: Dünyanın en büyük çip üreticisi fabrikası nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın en büyük çip üreticisi fabrikası Tayvan'ın Tainan şehrindedir.""}]",bare_qa_span,location,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__324,"[{""role"": ""user"", ""content"": ""Kaynak: Dünyanın ilk bilgisayar müzesi, Amerika'nın Boston şehrinde yer alır.\n\nSoru: Dünyanın ilk bilgisayar müzesi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın ilk bilgisayar müzesi Amerika'nın Boston şehrindedir.""}]",bare_qa_span,location,technology,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__325,"[{""role"": ""user"", ""content"": ""Kaynak: Dünyanın en büyük kanser araştırma merkezi, Houston, Amerika Birleşik Devletleri'nde bulunmaktadır.\n\nSoru: Dünyanın en büyük kanser araştırma merkezi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın en büyük kanser araştırma merkezi Houston, Amerika Birleşik Devletleri'ndedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__326,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Türkiye'nin ilk organ nakli merkezi, Ankara'daki Hacettepe Üniversitesi Hastanesi'nde yer almaktadır.\n\nSoru: Türkiye'nin ilk organ nakli merkezi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Türkiye'nin ilk organ nakli merkezi Ankara'daki Hacettepe Üniversitesi Hastanesi'ndedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__327,"[{""role"": ""user"", ""content"": ""Kaynak: Salgın hastalıklar araştırma enstitüsü, Cenevre, İsviçre'de yer alır.\n\nSoru: Salgın hastalıklar araştırma enstitüsü nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Salgın hastalıklar araştırma enstitüsü Cenevre, İsviçre'dedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__328,"[{""role"": ""user"", ""content"": ""Kaynak: Yeni açılan şehir hastanesi, İstanbul'un Başakşehir ilçesinde bulunmaktadır.\n\nSoru: Yeni açılan şehir hastanesi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Yeni açılan şehir hastanesi İstanbul'un Başakşehir ilçesindedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__329,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Dünyanın ilk modern hastanesi kabul edilen yapı, Şam, Suriye'de yer almaktadır.\n\nSoru: Dünyanın ilk modern hastanesi kabul edilen yapı nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın ilk modern hastanesi kabul edilen yapı Şam, Suriye'dedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__330,"[{""role"": ""user"", ""content"": ""Kaynak: Ünlü bir tıp fakültesi, Boston, Amerika Birleşik Devletleri'nde yer alır.\n\nSoru: Ünlü bir tıp fakültesi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Ünlü bir tıp fakültesi Boston, Amerika Birleşik Devletleri'ndedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__331,"[{""role"": ""user"", ""content"": ""Kaynak: Dünya Sağlık Örgütü'nün genel merkezi, İsviçre'nin Cenevre kentinde bulunmaktadır.\n\nSoru: Dünya Sağlık Örgütü'nün genel merkezi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünya Sağlık Örgütü'nün genel merkezi İsviçre'nin Cenevre kentindedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__332,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Sıtma araştırmaları için kurulan uluslararası merkez, Kenya'nın Nairobi kentinde yer almaktadır.\n\nSoru: Sıtma araştırmaları için kurulan uluslararası merkez nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Sıtma araştırmaları için kurulan uluslararası merkez Kenya'nın Nairobi kentindedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__333,"[{""role"": ""user"", ""content"": ""Kaynak: Sıtma aşısı üretiminin yapıldığı tesis, Hindistan'ın Pune kentinde yer alır.\n\nSoru: Sıtma aşısı üretiminin yapıldığı tesis nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Sıtma aşısı üretiminin yapıldığı tesis Hindistan'ın Pune kentindedir.""}]",bare_qa_span,location,health,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__334,"[{""role"": ""user"", ""content"": ""Kaynak: Büyük Hadron Çarpıştırıcısı, Cenevre yakınlarındaki CERN laboratuvarında bulunmaktadır.\n\nSoru: Büyük Hadron Çarpıştırıcısı nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Büyük Hadron Çarpıştırıcısı Cenevre yakınlarındaki CERN laboratuvarındadır.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__335,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Dünyanın en büyük teleskoplarından biri, Şili'deki Atacama Çölü'nde yer almaktadır.\n\nSoru: Dünyanın en büyük teleskoplarından biri nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın en büyük teleskoplarından biri Şili'deki Atacama Çölü'ndedir.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__336,"[{""role"": ""user"", ""content"": ""Kaynak: Uluslararası Uzay İstasyonu'nun kontrol merkezlerinden biri, Houston, Amerika Birleşik Devletleri'nde yer alır.\n\nSoru: Uluslararası Uzay İstasyonu'nun kontrol merkezlerinden biri nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Uluslararası Uzay İstasyonu'nun kontrol merkezlerinden biri Houston, Amerika Birleşik Devletleri'ndedir.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__337,"[{""role"": ""user"", ""content"": ""Kaynak: Meteor kraterinin bulunduğu yer, Arizona, Amerika Birleşik Devletleri'nde bulunmaktadır.\n\nSoru: Meteor kraterinin bulunduğu yer nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Meteor kraterinin bulunduğu yer Arizona, Amerika Birleşik Devletleri'ndedir.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__338,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Dünyanın en derin okyanus çukuru, Pasifik Okyanusu'ndaki Mariana Çukuru'nda yer almaktadır.\n\nSoru: Dünyanın en derin okyanus çukuru nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın en derin okyanus çukuru Pasifik Okyanusu'ndaki Mariana Çukuru'ndadır.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__339,"[{""role"": ""user"", ""content"": ""Kaynak: Meşhur bir gözlemevi, Hawaii, Amerika Birleşik Devletleri'nde yer alır.\n\nSoru: Meşhur bir gözlemevi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Meşhur bir gözlemevi Hawaii, Amerika Birleşik Devletleri'ndedir.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__340,"[{""role"": ""user"", ""content"": ""Kaynak: Dünyanın en büyük radyo teleskobu, Çin'in Guizhou eyaletinde bulunmaktadır.\n\nSoru: Dünyanın en büyük radyo teleskobu nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın en büyük radyo teleskobu Çin'in Guizhou eyaletindedir.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__341,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Dünyanın en büyük parçacık hızlandırıcısı, Fransa-İsviçre sınırındaki CERN tesisinde yer almaktadır.\n\nSoru: Dünyanın en büyük parçacık hızlandırıcısı nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Dünyanın en büyük parçacık hızlandırıcısı Fransa-İsviçre sınırındaki CERN tesisindedir.""}]",bare_qa_span,location,science,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__342,"[{""role"": ""user"", ""content"": ""Kaynak: Truva Savaşı'nın yaşandığı yer, günümüz Çanakkale'sinde bulunan antik Truva kentinde bulunmaktadır.\n\nSoru: Truva Savaşı'nın yaşandığı yer nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Truva Savaşı'nın yaşandığı yer günümüz Çanakkale'sinde bulunan antik Truva kentindedir.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__343,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Roma İmparatorluğu'nun başkenti, İtalya'daki Roma şehrinde yer almaktadır.\n\nSoru: Roma İmparatorluğu'nun başkenti nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Roma İmparatorluğu'nun başkenti İtalya'daki Roma şehrindedir.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__344,"[{""role"": ""user"", ""content"": ""Kaynak: İlk Zafer Anıtı'nın dikildiği yer, Ankara'nın Ulus semtinde yer alır.\n\nSoru: İlk Zafer Anıtı'nın dikildiği yer nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""İlk Zafer Anıtı'nın dikildiği yer Ankara'nın Ulus semtindedir.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__345,"[{""role"": ""user"", ""content"": ""Kaynak: Büyük İskender'in doğduğu şehir, Yunanistan'ın Pella kentinde bulunmaktadır.\n\nSoru: Büyük İskender'in doğduğu şehir nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Büyük İskender'in doğduğu şehir Yunanistan'ın Pella kentindedir.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__346,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Antik Olimpiyatların düzenlendiği yer, Yunanistan'ın Olympia kentinde yer almaktadır.\n\nSoru: Antik Olimpiyatların düzenlendiği yer nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Antik Olimpiyatların düzenlendiği yer Yunanistan'ın Olympia kentindedir.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__347,"[{""role"": ""user"", ""content"": ""Kaynak: Büyük İskender'in son savaşını yaptığı yer, Hindistan'daki Hydaspes Nehri kıyısında yer alır.\n\nSoru: Büyük İskender'in son savaşını yaptığı yer nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Büyük İskender'in son savaşını yaptığı yer Hindistan'daki Hydaspes Nehri kıyısındadır.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__348,"[{""role"": ""user"", ""content"": ""Kaynak: Antik Babil kentinin kalıntıları, günümüz Irak topraklarında bulunmaktadır.\n\nSoru: Antik Babil kentinin kalıntıları nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Antik Babil kentinin kalıntıları günümüz Irak topraklarındadır.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__349,"[{""role"": ""user"", ""content"": ""Kaynak: Kayıtlara göre Antik Fenike medeniyetinin merkezi, günümüz Lübnan topraklarında yer almaktadır.\n\nSoru: Antik Fenike medeniyetinin merkezi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Antik Fenike medeniyetinin merkezi günümüz Lübnan topraklarındadır.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__350,"[{""role"": ""user"", ""content"": ""Kaynak: Antik Maya medeniyetinin merkezlerinden biri, günümüz Meksika topraklarında yer alır.\n\nSoru: Antik Maya medeniyetinin merkezlerinden biri nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Antik Maya medeniyetinin merkezlerinden biri günümüz Meksika topraklarındadır.""}]",bare_qa_span,location,history,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
bare_qa_span__351,"[{""role"": ""user"", ""content"": ""Kaynak: Şirketin genel merkezi, İstanbul'un Levent semtinde bulunmaktadır.\n\nSoru: Şirketin genel merkezi nerededir?\n\nCevap:""}, {""role"": ""assistant"", ""content"": ""Şirketin genel merkezi İstanbul'un Levent semtindedir.""}]",bare_qa_span,location,business,tr,synthetic,,claude-sonnet-5,v2,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-14T00:00:00Z,accepted after review-saturation decision | final QA source-template repair
terse_summary__001,"[{""role"": ""user"", ""content"": ""Başlık: Açıklama\n\nMetin: Belediye Başkanı Cem Öztürk, Erzurum'da düzenlenen basın toplantısında toplu taşıma ücretleri hakkında konuştu. Cem Öztürk, iki hafta içinde adım atılacağını vurguladı.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Erzurum'da yapılan açıklamada Belediye Başkanı Cem Öztürk, iki hafta içinde toplu taşıma ücretleri konusunda adım atılacağını belirtti.""}]",terse_summary,,travel,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__002,"[{""role"": ""user"", ""content"": ""Başlık: Araştırma bulgusu\n\nMetin: Yapılan yeni bir araştırmaya göre düzenli uyku ile enerji düzeyinin yükselmesi arasında bağlantı bulundu. Çalışma 300 katılımcı üzerinde bir yıl boyunca yürütüldü.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Araştırmacılar, bir yıl süren çalışmada düzenli uyku ile enerji düzeyinin yükselmesi arasında bağlantı bulduklarını duyurdu.""}]",terse_summary,,health,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__003,"[{""role"": ""user"", ""content"": ""Başlık: Ödül haberi\n\nMetin: Selin Aksoy, sürdürülebilir üretim alanındaki üç yıllık çalışmalarıyla İş Dünyası Başarı Ödülü ödülüne layık görüldü. Ödül töreni Malatya'da gerçekleşti.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Selin Aksoy, üç yıldır sürdürdüğü sürdürülebilir üretim çalışmalarıyla Malatya'da düzenlenen törende İş Dünyası Başarı Ödülü ödülünü aldı.""}]",terse_summary,,business,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__004,"[{""role"": ""user"", ""content"": ""Başlık: Yerel haber\n\nMetin: Kaan Polat (29), Kocaeli'de yedi yıldır sürdürdüğü seramik atölyeciliği sayesinde ulusal bir yarışmaya katıldı. Komşuları, Kaan Polat'ın azmini örnek gösteriyor.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Kaan Polat isimli 29 yaşındaki sakin, yedi yıllık seramik atölyeciliği deneyimiyle ulusal bir yarışmaya katıldı.""}]",terse_summary,,daily_life,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__005,"[{""role"": ""user"", ""content"": ""Başlık: Belediye projesi\n\nMetin: İl sağlık müdürlüğü, Balıkesir'de sekiz aylık müze genişletme projesini başlattı. Projenin amacı tarihi dokuyu korumak. Çalışma için ayrılan bütçe 3 milyon lira olarak açıklandı.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""İl sağlık müdürlüğü, Balıkesir'de 3 milyon lira bütçeyle başlattığı sekiz aylık müze genişletme projesiyle tarihi dokuyu korumak.""}]",terse_summary,,history,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__006,"[{""role"": ""user"", ""content"": ""Başlık: Belediye projesi\n\nMetin: Yerel yönetim, Isparta'da iki yıllık okul renovasyon projesi projesini başlattı. Projenin amacı eğitim kalitesini artırmak. Çalışma için ayrılan bütçe 3 milyon lira olarak açıklandı.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Isparta'da başlatılan iki yıllık okul renovasyon projesi projesi, 3 milyon lira maliyetle eğitim kalitesini artırmak amacıyla yürütülüyor.""}]",terse_summary,,education,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__007,"[{""role"": ""user"", ""content"": ""Başlık: Araştırma bulgusu\n\nMetin: Yapılan yeni bir araştırmaya göre müzikle çalışma ile hafıza performansının artması arasında bağlantı bulundu. Çalışma 300 katılımcı üzerinde altı ay boyunca yürütüldü.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Araştırmacılar, altı ay süren çalışmada müzikle çalışma ile hafıza performansının artması arasında bağlantı bulduklarını duyurdu.""}]",terse_summary,,science,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__008,"[{""role"": ""user"", ""content"": ""Başlık: Ödül haberi\n\nMetin: Onur Şahin, yenilenebilir enerji alanındaki üç yıllık çalışmalarıyla Bilim Ödülü ödülüne layık görüldü. Ödül töreni Kayseri'de gerçekleşti.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Onur Şahin, yenilenebilir enerji alanındaki üç yıllık çalışmalarıyla Bilim Ödülü ödülünü kazandı ve ödülü Kayseri'de düzenlenen törende aldı.""}]",terse_summary,,science,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__009,"[{""role"": ""user"", ""content"": ""Başlık: Belediye projesi\n\nMetin: İl sağlık müdürlüğü, Antalya'da dört haftalık okul renovasyon projesi projesini başlattı. Projenin amacı eğitim kalitesini artırmak. Çalışma için ayrılan bütçe 3 milyon lira olarak açıklandı.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""3 milyon lira bütçeli dört haftalık okul renovasyon projesi projesi Antalya'da İl sağlık müdürlüğü tarafından eğitim kalitesini artırmak amacıyla başlatıldı.""}]",terse_summary,,education,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__010,"[{""role"": ""user"", ""content"": ""Başlık: Maç sonucu\n\nMetin: Akınspor, Rize'de oynanan deplasman maçında Kuzey Birlik'i 4-2 yendi. Maçın 67. dakikasında atılan gol sonucu belirledi. Bu galibiyetle Akınspor, puan durumunda dördüncü sıraya yükseldi.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Rize'de oynanan maçta Akınspor, 67. dakikada bulduğu golle Kuzey Birlik karşısında 4-2 galip geldi ve dördüncü sıraya çıktı.""}]",terse_summary,,sports,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__011,"[{""role"": ""user"", ""content"": ""Başlık: Belediye projesi\n\nMetin: Kalkınma ajansı, Diyarbakır'da üç aylık okul renovasyon projesi projesini başlattı. Projenin amacı okuma kültürünü geliştirmek. Çalışma için ayrılan bütçe 1,4 milyon lira olarak açıklandı.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Kalkınma ajansı, Diyarbakır'da 1,4 milyon lira bütçeyle başlattığı üç aylık okul renovasyon projesi projesiyle okuma kültürünü geliştirmek.""}]",terse_summary,,education,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__012,"[{""role"": ""user"", ""content"": ""Başlık: Ürün tanıtımı\n\nMetin: Mavi Elektronik, İzmir'de düzenlenen tanıtımda yeni giyilebilir sensör modelini tanıttı. Ürünün hızlı şarj özelliğiyle öne çıktığı belirtildi. Cihazın satış fiyatı 4 bin lira olarak açıklandı.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Mavi Elektronik'in 4 bin lira fiyatlı yeni giyilebilir sensör modeli hızlı şarj sayesinde öne çıkıyor.""}]",terse_summary,,technology,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
terse_summary__013,"[{""role"": ""user"", ""content"": ""Başlık: Mahkeme kararı\n\nMetin: Denizli'de üç ay süren davada eski çalışan hakkındaki karar açıklandı. Mahkeme, para cezası verilmesine hükmetti.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Eski çalışan hakkındaki üç ay süren dava Denizli'de sonuçlandı ve mahkeme para cezası verilmesine karar verdi.""}]",terse_summary,,business,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | known-pattern repair v1 | accepted after review-saturation decision"
terse_summary__014,"[{""role"": ""user"", ""content"": ""Başlık: Belediye projesi\n\nMetin: Gençlik merkezi, Konya'da üç aylık mobil sağlık hizmeti projesini başlattı. Projenin amacı aşılanma oranını yükseltmek. Çalışma için ayrılan bütçe 750 bin lira olarak açıklandı.\n\nÖzet:""}, {""role"": ""assistant"", ""content"": ""Konya'da başlatılan üç aylık mobil sağlık hizmeti projesi, 750 bin lira maliyetle aşılanma oranını yükseltmek amacıyla yürütülüyor.""}]",terse_summary,,health,tr,synthetic,,claude-sonnet-5,v4,cbark,accepted,,,,pending,,project-internal-draft,,2026-09-15T00:00:00Z,"v4: fixed faithfulness bugs (invented facts sampled independently of the article), coupled domain label to genre, dropped instruction-prefix to match eval prompt shape | accepted after review-saturation decision"
